Source,Target,Type,Weight
24459at7147,36084at7147,Undirected,4
24459at7147,29311at7147,Undirected,1
24459at7147,55297at7147,Undirected,1
24459at7147,32612at7147,Undirected,1
24459at7147,27504at7147,Undirected,1
24459at7147,49375at7147,Undirected,1
24459at7147,6258at7147,Undirected,1
24459at7147,36511at7147,Undirected,1
24459at7147,17523at7147,Undirected,1
24459at7147,23079at7147,Undirected,3
24459at7147,65345at7147,Undirected,2
24459at7147,22699at7147,Undirected,75
24459at7147,2092at7147,Undirected,1
24459at7147,26228at7147,Undirected,1
24459at7147,6383at7147,Undirected,8
24459at7147,56893at7147,Undirected,4
24459at7147,56815at7147,Undirected,4
41591at7147,41481at7147,Undirected,64
41591at7147,5771at7147,Undirected,14
41591at7147,59419at7147,Undirected,1
41591at7147,37112at7147,Undirected,12
41591at7147,59748at7147,Undirected,3
41591at7147,40735at7147,Undirected,23
41591at7147,43616at7147,Undirected,51
41591at7147,28651at7147,Undirected,4
41591at7147,4541at7147,Undirected,2
41591at7147,19929at7147,Undirected,1
41591at7147,47948at7147,Undirected,23
23988at7147,61997at7147,Undirected,16
23988at7147,597at7147,Undirected,3
23988at7147,68151at7147,Undirected,1
23988at7147,5770at7147,Undirected,2
23988at7147,23111at7147,Undirected,1
23988at7147,37340at7147,Undirected,1
23988at7147,38879at7147,Undirected,11
23988at7147,42037at7147,Undirected,1
23988at7147,57821at7147,Undirected,12
23988at7147,7366at7147,Undirected,8
39435at7147,36630at7147,Undirected,32
39435at7147,4953at7147,Undirected,25
39435at7147,51965at7147,Undirected,4
39435at7147,41593at7147,Undirected,1
39435at7147,58926at7147,Undirected,1
39435at7147,56505at7147,Undirected,2
39435at7147,6503at7147,Undirected,2
39435at7147,68755at7147,Undirected,2
39435at7147,3585at7147,Undirected,1
39435at7147,7311at7147,Undirected,19
39435at7147,36447at7147,Undirected,14
39435at7147,70753at7147,Undirected,1
39435at7147,32632at7147,Undirected,2
39435at7147,71691at7147,Undirected,12
39435at7147,7120at7147,Undirected,1
39435at7147,57159at7147,Undirected,59
39435at7147,3842at7147,Undirected,2
39435at7147,30930at7147,Undirected,1
39435at7147,44823at7147,Undirected,9
13837at7147,45036at7147,Undirected,1
13837at7147,64937at7147,Undirected,12
13837at7147,4293at7147,Undirected,12
13837at7147,54851at7147,Undirected,2
13837at7147,62135at7147,Undirected,1
13837at7147,30641at7147,Undirected,84
13837at7147,60981at7147,Undirected,81
13837at7147,52705at7147,Undirected,1
6537at7147,765at7147,Undirected,1
6537at7147,35147at7147,Undirected,1
6537at7147,46457at7147,Undirected,91
6537at7147,47334at7147,Undirected,92
6537at7147,58805at7147,Undirected,1
33443at7147,63435at7147,Undirected,2
33443at7147,8522at7147,Undirected,8
33443at7147,55057at7147,Undirected,1
33443at7147,31285at7147,Undirected,6
33443at7147,47578at7147,Undirected,1
33443at7147,17231at7147,Undirected,3
33443at7147,16831at7147,Undirected,2
33443at7147,11125at7147,Undirected,95
33443at7147,28368at7147,Undirected,1
33443at7147,65974at7147,Undirected,3
33443at7147,41062at7147,Undirected,70
9872at7147,9534at7147,Undirected,1
9872at7147,25717at7147,Undirected,3
9872at7147,35147at7147,Undirected,1
9872at7147,11713at7147,Undirected,91
9872at7147,30248at7147,Undirected,91
9872at7147,49109at7147,Undirected,5
9219at7147,20504at7147,Undirected,85
9219at7147,59431at7147,Undirected,93
9219at7147,59733at7147,Undirected,9
9219at7147,4794at7147,Undirected,1
11268at7147,37340at7147,Undirected,2
11268at7147,14481at7147,Undirected,1
11268at7147,43699at7147,Undirected,5
11268at7147,12808at7147,Undirected,12
11268at7147,41648at7147,Undirected,19
11268at7147,55610at7147,Undirected,35
11268at7147,9594at7147,Undirected,1
11268at7147,5858at7147,Undirected,34
11268at7147,10433at7147,Undirected,87
11268at7147,30695at7147,Undirected,2
47216at7147,16793at7147,Undirected,1
47216at7147,1524at7147,Undirected,89
47216at7147,13442at7147,Undirected,17
47216at7147,58160at7147,Undirected,1
47216at7147,31237at7147,Undirected,1
47216at7147,47363at7147,Undirected,1
47216at7147,17669at7147,Undirected,17
47216at7147,13206at7147,Undirected,13
47216at7147,58053at7147,Undirected,1
47216at7147,49327at7147,Undirected,2
47216at7147,18862at7147,Undirected,1
47216at7147,68444at7147,Undirected,38
60099at7147,14276at7147,Undirected,26
60099at7147,39100at7147,Undirected,1
60099at7147,8997at7147,Undirected,24
60099at7147,8545at7147,Undirected,1
60099at7147,55409at7147,Undirected,2
60099at7147,74811at7147,Undirected,3
60099at7147,7661at7147,Undirected,3
60099at7147,62155at7147,Undirected,1
60099at7147,19567at7147,Undirected,2
60099at7147,37548at7147,Undirected,4
60099at7147,18892at7147,Undirected,4
60099at7147,2752at7147,Undirected,35
60099at7147,70753at7147,Undirected,8
60099at7147,62360at7147,Undirected,1
60099at7147,28551at7147,Undirected,14
60099at7147,6383at7147,Undirected,3
60099at7147,22656at7147,Undirected,1
60099at7147,43141at7147,Undirected,1
60099at7147,32636at7147,Undirected,1
60099at7147,1967at7147,Undirected,1
60099at7147,65634at7147,Undirected,3
60099at7147,5630at7147,Undirected,2
60099at7147,11599at7147,Undirected,6
60099at7147,28073at7147,Undirected,1
60099at7147,8406at7147,Undirected,2
60099at7147,40483at7147,Undirected,3
60099at7147,18587at7147,Undirected,3
60099at7147,8418at7147,Undirected,1
60099at7147,4568at7147,Undirected,4
60099at7147,39543at7147,Undirected,5
60099at7147,6375at7147,Undirected,1
60099at7147,57860at7147,Undirected,6
60099at7147,39313at7147,Undirected,10
60099at7147,68269at7147,Undirected,9
14625at7147,10087at7147,Undirected,19
14625at7147,23525at7147,Undirected,1
14625at7147,25949at7147,Undirected,71
14625at7147,5041at7147,Undirected,23
14625at7147,1629at7147,Undirected,9
14625at7147,5561at7147,Undirected,5
14625at7147,38024at7147,Undirected,36
14625at7147,71453at7147,Undirected,6
14625at7147,46386at7147,Undirected,19
14625at7147,7181at7147,Undirected,1
71486at7147,46531at7147,Undirected,1
71486at7147,54268at7147,Undirected,98
71486at7147,49075at7147,Undirected,95
71486at7147,3601at7147,Undirected,1
71486at7147,35225at7147,Undirected,1
39673at7147,56054at7147,Undirected,1
39673at7147,41126at7147,Undirected,64
39673at7147,28191at7147,Undirected,1
39673at7147,32359at7147,Undirected,95
39673at7147,9326at7147,Undirected,33
78504at7147,36257at7147,Undirected,4
78504at7147,44887at7147,Undirected,3
78504at7147,17819at7147,Undirected,2
78504at7147,38619at7147,Undirected,1
78504at7147,22531at7147,Undirected,89
78504at7147,20540at7147,Undirected,5
78504at7147,63412at7147,Undirected,1
78504at7147,54673at7147,Undirected,89
70512at7147,38937at7147,Undirected,41
70512at7147,26459at7147,Undirected,80
70512at7147,59822at7147,Undirected,1
70512at7147,36818at7147,Undirected,8
70512at7147,35757at7147,Undirected,3
70512at7147,32907at7147,Undirected,6
70512at7147,49141at7147,Undirected,2
70512at7147,8033at7147,Undirected,1
70512at7147,296at7147,Undirected,2
70512at7147,5504at7147,Undirected,1
70512at7147,14881at7147,Undirected,41
7011at7147,18529at7147,Undirected,96
7011at7147,27931at7147,Undirected,88
7011at7147,19666at7147,Undirected,8
41177at7147,33382at7147,Undirected,1
41177at7147,33537at7147,Undirected,9
41177at7147,59649at7147,Undirected,1
41177at7147,75444at7147,Undirected,1
41177at7147,55972at7147,Undirected,37
41177at7147,21415at7147,Undirected,6
41177at7147,72116at7147,Undirected,83
41177at7147,18331at7147,Undirected,12
41177at7147,34492at7147,Undirected,11
41177at7147,28191at7147,Undirected,1
41177at7147,54719at7147,Undirected,12
41177at7147,61651at7147,Undirected,2
41177at7147,52283at7147,Undirected,12
37209at7147,4986at7147,Undirected,84
37209at7147,14378at7147,Undirected,96
37209at7147,44125at7147,Undirected,1
37209at7147,23840at7147,Undirected,4
37209at7147,27701at7147,Undirected,1
37209at7147,29789at7147,Undirected,6
62825at7147,46433at7147,Undirected,96
62825at7147,39344at7147,Undirected,8
62825at7147,5858at7147,Undirected,4
62825at7147,17173at7147,Undirected,1
62825at7147,2987at7147,Undirected,19
62825at7147,967at7147,Undirected,57
62825at7147,17341at7147,Undirected,4
62825at7147,44177at7147,Undirected,1
62825at7147,58370at7147,Undirected,2
63901at7147,47853at7147,Undirected,1
63901at7147,12961at7147,Undirected,4
63901at7147,19765at7147,Undirected,16
63901at7147,31739at7147,Undirected,22
63901at7147,22343at7147,Undirected,15
63901at7147,37488at7147,Undirected,3
63901at7147,57893at7147,Undirected,1
63901at7147,47578at7147,Undirected,1
63901at7147,44530at7147,Undirected,1
63901at7147,45724at7147,Undirected,2
63901at7147,17094at7147,Undirected,1
63901at7147,2656at7147,Undirected,1
63901at7147,33776at7147,Undirected,1
63901at7147,35396at7147,Undirected,1
63901at7147,39100at7147,Undirected,15
63901at7147,60700at7147,Undirected,2
63901at7147,24988at7147,Undirected,85
51315at7147,46327at7147,Undirected,21
51315at7147,9534at7147,Undirected,1
51315at7147,63194at7147,Undirected,1
51315at7147,38855at7147,Undirected,3
51315at7147,7309at7147,Undirected,1
51315at7147,11083at7147,Undirected,93
51315at7147,14219at7147,Undirected,34
51315at7147,9161at7147,Undirected,4
51315at7147,72354at7147,Undirected,8
51315at7147,26948at7147,Undirected,2
51315at7147,3585at7147,Undirected,1
51315at7147,5461at7147,Undirected,17
51315at7147,1288at7147,Undirected,1
51315at7147,55361at7147,Undirected,5
40629at7147,16793at7147,Undirected,95
40629at7147,26389at7147,Undirected,18
40629at7147,37033at7147,Undirected,53
40629at7147,62531at7147,Undirected,1
40629at7147,22944at7147,Undirected,1
40629at7147,52508at7147,Undirected,13
40629at7147,23111at7147,Undirected,1
40629at7147,56034at7147,Undirected,8
40629at7147,36989at7147,Undirected,2
7309at7147,11083at7147,Undirected,40
7309at7147,13267at7147,Undirected,26
7309at7147,27975at7147,Undirected,10
7309at7147,17699at7147,Undirected,9
7309at7147,65155at7147,Undirected,28
7309at7147,34843at7147,Undirected,1
7309at7147,39111at7147,Undirected,4
7309at7147,46001at7147,Undirected,7
7309at7147,17686at7147,Undirected,1
7309at7147,36702at7147,Undirected,1
7309at7147,51315at7147,Undirected,1
7309at7147,38651at7147,Undirected,1
7309at7147,69019at7147,Undirected,6
7309at7147,68755at7147,Undirected,1
7309at7147,4076at7147,Undirected,35
7309at7147,46752at7147,Undirected,8
7309at7147,42033at7147,Undirected,6
7309at7147,75854at7147,Undirected,1
7309at7147,27373at7147,Undirected,2
7309at7147,75336at7147,Undirected,2
8618at7147,20721at7147,Undirected,97
8618at7147,52012at7147,Undirected,95
8618at7147,68960at7147,Undirected,1
8618at7147,62774at7147,Undirected,1
2200at7147,16029at7147,Undirected,9
2200at7147,9202at7147,Undirected,1
2200at7147,1378at7147,Undirected,2
2200at7147,39318at7147,Undirected,1
2200at7147,2257at7147,Undirected,6
2200at7147,8534at7147,Undirected,4
2200at7147,39646at7147,Undirected,1
2200at7147,32612at7147,Undirected,39
2200at7147,51530at7147,Undirected,17
2200at7147,14255at7147,Undirected,1
2200at7147,19567at7147,Undirected,1
2200at7147,13201at7147,Undirected,1
2200at7147,1957at7147,Undirected,1
2200at7147,43115at7147,Undirected,1
2200at7147,13678at7147,Undirected,6
2200at7147,13645at7147,Undirected,37
2200at7147,35803at7147,Undirected,22
2200at7147,296at7147,Undirected,9
2200at7147,51139at7147,Undirected,18
2200at7147,32249at7147,Undirected,5
49323at7147,27288at7147,Undirected,84
49323at7147,14276at7147,Undirected,33
49323at7147,5630at7147,Undirected,36
49323at7147,26214at7147,Undirected,7
49323at7147,17191at7147,Undirected,2
49323at7147,21186at7147,Undirected,2
49323at7147,591at7147,Undirected,1
49323at7147,65789at7147,Undirected,2
49323at7147,18233at7147,Undirected,1
49323at7147,18892at7147,Undirected,2
49323at7147,2257at7147,Undirected,5
49323at7147,42536at7147,Undirected,1
49323at7147,9337at7147,Undirected,1
49323at7147,4401at7147,Undirected,6
49323at7147,61798at7147,Undirected,1
62664at7147,7732at7147,Undirected,1
62664at7147,4886at7147,Undirected,72
62664at7147,3283at7147,Undirected,14
62664at7147,21851at7147,Undirected,13
62664at7147,44340at7147,Undirected,100
74461at7147,20351at7147,Undirected,9
74461at7147,6572at7147,Undirected,6
74461at7147,52705at7147,Undirected,5
74461at7147,25357at7147,Undirected,1
74461at7147,10888at7147,Undirected,2
74461at7147,169at7147,Undirected,12
74461at7147,10512at7147,Undirected,1
74461at7147,42517at7147,Undirected,97
74461at7147,49563at7147,Undirected,1
74461at7147,11809at7147,Undirected,1
74461at7147,27952at7147,Undirected,1
74461at7147,54719at7147,Undirected,17
74461at7147,53753at7147,Undirected,41
61981at7147,19929at7147,Undirected,1
61981at7147,32946at7147,Undirected,81
61981at7147,41136at7147,Undirected,1
61981at7147,73478at7147,Undirected,3
61981at7147,41342at7147,Undirected,4
61981at7147,50821at7147,Undirected,1
61981at7147,31776at7147,Undirected,2
61981at7147,39239at7147,Undirected,83
61981at7147,60422at7147,Undirected,1
61981at7147,26204at7147,Undirected,4
61981at7147,55262at7147,Undirected,5
61981at7147,60845at7147,Undirected,5
61981at7147,14969at7147,Undirected,1
24060at7147,8101at7147,Undirected,97
24060at7147,45273at7147,Undirected,97
52508at7147,65776at7147,Undirected,38
52508at7147,16793at7147,Undirected,2
52508at7147,13637at7147,Undirected,1
52508at7147,49220at7147,Undirected,1
52508at7147,29717at7147,Undirected,3
52508at7147,6992at7147,Undirected,1
52508at7147,13772at7147,Undirected,57
52508at7147,44177at7147,Undirected,1
52508at7147,38430at7147,Undirected,1
52508at7147,23111at7147,Undirected,23
52508at7147,24903at7147,Undirected,1
52508at7147,18521at7147,Undirected,1
52508at7147,68189at7147,Undirected,7
52508at7147,29711at7147,Undirected,1
52508at7147,45582at7147,Undirected,5
52508at7147,3601at7147,Undirected,4
52508at7147,51608at7147,Undirected,2
52508at7147,40629at7147,Undirected,11
52508at7147,43455at7147,Undirected,15
52508at7147,10192at7147,Undirected,6
52508at7147,61627at7147,Undirected,1
19617at7147,10900at7147,Undirected,1
19617at7147,40537at7147,Undirected,96
19617at7147,45771at7147,Undirected,3
19617at7147,59338at7147,Undirected,1
19617at7147,4661at7147,Undirected,3
19617at7147,56695at7147,Undirected,96
19617at7147,60518at7147,Undirected,2
2590at7147,58466at7147,Undirected,1
2590at7147,59757at7147,Undirected,8
2590at7147,14270at7147,Undirected,33
2590at7147,61154at7147,Undirected,23
2590at7147,17905at7147,Undirected,4
2590at7147,54268at7147,Undirected,1
2590at7147,34940at7147,Undirected,10
2590at7147,69039at7147,Undirected,1
2590at7147,30895at7147,Undirected,4
2590at7147,54424at7147,Undirected,1
2590at7147,3013at7147,Undirected,2
2590at7147,23580at7147,Undirected,1
2590at7147,43432at7147,Undirected,76
2590at7147,27936at7147,Undirected,1
2590at7147,5868at7147,Undirected,14
2590at7147,32200at7147,Undirected,2
2590at7147,59733at7147,Undirected,1
2590at7147,65949at7147,Undirected,5
42033at7147,22404at7147,Undirected,1
42033at7147,10891at7147,Undirected,9
42033at7147,60761at7147,Undirected,10
42033at7147,62670at7147,Undirected,3
42033at7147,56931at7147,Undirected,2
42033at7147,31963at7147,Undirected,38
42033at7147,34834at7147,Undirected,99
42033at7147,29644at7147,Undirected,1
42033at7147,50131at7147,Undirected,2
42033at7147,65709at7147,Undirected,8
42033at7147,15731at7147,Undirected,19
42033at7147,7309at7147,Undirected,6
45052at7147,28318at7147,Undirected,2
45052at7147,61593at7147,Undirected,37
45052at7147,9673at7147,Undirected,1
45052at7147,70809at7147,Undirected,95
45052at7147,7032at7147,Undirected,1
45052at7147,74827at7147,Undirected,1
45052at7147,71161at7147,Undirected,30
45052at7147,41363at7147,Undirected,9
45052at7147,17803at7147,Undirected,1
45052at7147,56304at7147,Undirected,4
45052at7147,40951at7147,Undirected,9
30931at7147,36511at7147,Undirected,2
30931at7147,28361at7147,Undirected,8
30931at7147,24648at7147,Undirected,17
30931at7147,31466at7147,Undirected,10
30931at7147,16831at7147,Undirected,1
30931at7147,24955at7147,Undirected,70
30931at7147,13374at7147,Undirected,1
30931at7147,64928at7147,Undirected,1
30931at7147,37128at7147,Undirected,4
30931at7147,23195at7147,Undirected,1
30931at7147,77013at7147,Undirected,1
30931at7147,65247at7147,Undirected,10
30931at7147,4344at7147,Undirected,1
30931at7147,15913at7147,Undirected,5
30931at7147,4133at7147,Undirected,3
30931at7147,75990at7147,Undirected,1
30931at7147,56844at7147,Undirected,32
30931at7147,26214at7147,Undirected,14
30931at7147,36428at7147,Undirected,2
30931at7147,64137at7147,Undirected,1
30931at7147,23356at7147,Undirected,9
15162at7147,61929at7147,Undirected,14
15162at7147,16209at7147,Undirected,1
15162at7147,57194at7147,Undirected,13
15162at7147,59703at7147,Undirected,1
15162at7147,30000at7147,Undirected,61
15162at7147,1142at7147,Undirected,2
15162at7147,30903at7147,Undirected,1
15162at7147,68921at7147,Undirected,1
15162at7147,49375at7147,Undirected,3
15162at7147,5848at7147,Undirected,1
15162at7147,44530at7147,Undirected,41
15162at7147,56844at7147,Undirected,6
15162at7147,16001at7147,Undirected,5
15162at7147,72383at7147,Undirected,2
15162at7147,36814at7147,Undirected,1
15162at7147,29889at7147,Undirected,6
15162at7147,28551at7147,Undirected,5
15162at7147,36810at7147,Undirected,24
10672at7147,19314at7147,Undirected,53
10672at7147,24329at7147,Undirected,2
10672at7147,1388at7147,Undirected,1
10672at7147,38433at7147,Undirected,1
10672at7147,18494at7147,Undirected,1
10672at7147,40116at7147,Undirected,7
10672at7147,41286at7147,Undirected,3
10672at7147,22781at7147,Undirected,20
10672at7147,50634at7147,Undirected,3
10672at7147,54158at7147,Undirected,2
10672at7147,68755at7147,Undirected,14
10672at7147,23816at7147,Undirected,1
10672at7147,10506at7147,Undirected,4
10672at7147,31785at7147,Undirected,1
10672at7147,4396at7147,Undirected,1
10672at7147,51312at7147,Undirected,3
10672at7147,61738at7147,Undirected,1
10672at7147,53285at7147,Undirected,3
10672at7147,29931at7147,Undirected,15
9837at7147,9963at7147,Undirected,92
9837at7147,29281at7147,Undirected,95
9837at7147,16536at7147,Undirected,2
9837at7147,3013at7147,Undirected,2
9837at7147,23326at7147,Undirected,6
9837at7147,67613at7147,Undirected,3
10927at7147,56659at7147,Undirected,1
10927at7147,18262at7147,Undirected,58
10927at7147,38651at7147,Undirected,2
10927at7147,77016at7147,Undirected,2
10927at7147,48176at7147,Undirected,1
10927at7147,70683at7147,Undirected,3
10927at7147,10900at7147,Undirected,13
10927at7147,25544at7147,Undirected,2
10927at7147,67813at7147,Undirected,12
10927at7147,25282at7147,Undirected,1
10927at7147,22577at7147,Undirected,74
10927at7147,59417at7147,Undirected,23
35803at7147,2948at7147,Undirected,2
35803at7147,18587at7147,Undirected,4
35803at7147,8406at7147,Undirected,18
35803at7147,1378at7147,Undirected,5
35803at7147,8418at7147,Undirected,6
35803at7147,2200at7147,Undirected,23
35803at7147,19859at7147,Undirected,2
35803at7147,10970at7147,Undirected,11
35803at7147,22137at7147,Undirected,35
35803at7147,35396at7147,Undirected,4
35803at7147,12257at7147,Undirected,48
35803at7147,4190at7147,Undirected,3
35803at7147,13201at7147,Undirected,1
35803at7147,32612at7147,Undirected,1
35803at7147,8534at7147,Undirected,7
35803at7147,75869at7147,Undirected,1
35803at7147,43696at7147,Undirected,4
35803at7147,14255at7147,Undirected,3
5868at7147,56902at7147,Undirected,1
5868at7147,50370at7147,Undirected,1
5868at7147,12484at7147,Undirected,5
5868at7147,51383at7147,Undirected,3
5868at7147,4035at7147,Undirected,6
5868at7147,11165at7147,Undirected,2
5868at7147,44246at7147,Undirected,6
5868at7147,50307at7147,Undirected,2
5868at7147,58204at7147,Undirected,1
5868at7147,68787at7147,Undirected,46
5868at7147,65636at7147,Undirected,5
5868at7147,35208at7147,Undirected,53
5868at7147,2590at7147,Undirected,14
5868at7147,15115at7147,Undirected,1
5868at7147,28538at7147,Undirected,7
5868at7147,69129at7147,Undirected,2
5868at7147,19505at7147,Undirected,39
29111at7147,4922at7147,Undirected,14
29111at7147,62188at7147,Undirected,1
29111at7147,69541at7147,Undirected,87
29111at7147,51469at7147,Undirected,2
29111at7147,27244at7147,Undirected,1
29111at7147,31484at7147,Undirected,1
29111at7147,63988at7147,Undirected,1
29111at7147,31061at7147,Undirected,1
29111at7147,65772at7147,Undirected,6
29111at7147,57922at7147,Undirected,1
29111at7147,47396at7147,Undirected,1
29111at7147,48280at7147,Undirected,1
29111at7147,42925at7147,Undirected,63
59678at7147,1122at7147,Undirected,1
59678at7147,48840at7147,Undirected,61
59678at7147,25519at7147,Undirected,4
59678at7147,20943at7147,Undirected,25
59678at7147,36647at7147,Undirected,41
59678at7147,13936at7147,Undirected,1
59678at7147,20780at7147,Undirected,32
59678at7147,77574at7147,Undirected,23
59678at7147,56061at7147,Undirected,2
59678at7147,15731at7147,Undirected,8
508at7147,13510at7147,Undirected,4
508at7147,65709at7147,Undirected,65
508at7147,39249at7147,Undirected,6
508at7147,14219at7147,Undirected,13
508at7147,56061at7147,Undirected,5
508at7147,29581at7147,Undirected,12
508at7147,6287at7147,Undirected,4
508at7147,56168at7147,Undirected,87
508at7147,15731at7147,Undirected,2
8037at7147,9608at7147,Undirected,2
8037at7147,17367at7147,Undirected,9
8037at7147,3429at7147,Undirected,47
8037at7147,20790at7147,Undirected,4
8037at7147,71518at7147,Undirected,2
8037at7147,3551at7147,Undirected,18
8037at7147,24267at7147,Undirected,18
8037at7147,17764at7147,Undirected,35
8037at7147,31414at7147,Undirected,12
8037at7147,63760at7147,Undirected,4
8037at7147,57063at7147,Undirected,9
8037at7147,61970at7147,Undirected,2
8037at7147,70448at7147,Undirected,2
2104at7147,59387at7147,Undirected,1
2104at7147,61280at7147,Undirected,26
2104at7147,66305at7147,Undirected,2
2104at7147,28604at7147,Undirected,1
2104at7147,13402at7147,Undirected,2
2104at7147,36767at7147,Undirected,81
2104at7147,23623at7147,Undirected,10
2104at7147,28906at7147,Undirected,1
2104at7147,62155at7147,Undirected,46
2104at7147,27907at7147,Undirected,2
2104at7147,62268at7147,Undirected,1
2104at7147,36550at7147,Undirected,1
69614at7147,48534at7147,Undirected,97
69614at7147,54648at7147,Undirected,1
69614at7147,29364at7147,Undirected,77
69614at7147,17686at7147,Undirected,1
69614at7147,25058at7147,Undirected,12
69614at7147,15985at7147,Undirected,1
69614at7147,68418at7147,Undirected,5
30324at7147,60700at7147,Undirected,17
30324at7147,15535at7147,Undirected,12
30324at7147,13828at7147,Undirected,1
30324at7147,12434at7147,Undirected,5
30324at7147,45343at7147,Undirected,1
30324at7147,10627at7147,Undirected,1
30324at7147,17957at7147,Undirected,1
30324at7147,64824at7147,Undirected,7
30324at7147,10241at7147,Undirected,1
30324at7147,17802at7147,Undirected,1
30324at7147,33250at7147,Undirected,96
30324at7147,37118at7147,Undirected,6
30324at7147,14899at7147,Undirected,2
30324at7147,26777at7147,Undirected,1
30324at7147,39100at7147,Undirected,1
30324at7147,32996at7147,Undirected,29
30324at7147,73045at7147,Undirected,1
30324at7147,24459at7147,Undirected,13
8418at7147,40483at7147,Undirected,5
8418at7147,43841at7147,Undirected,14
8418at7147,23079at7147,Undirected,1
8418at7147,15913at7147,Undirected,2
8418at7147,77574at7147,Undirected,23
8418at7147,54848at7147,Undirected,3
8418at7147,35803at7147,Undirected,6
8418at7147,36970at7147,Undirected,1
8418at7147,51441at7147,Undirected,6
8418at7147,61798at7147,Undirected,17
8418at7147,27820at7147,Undirected,1
8418at7147,32612at7147,Undirected,28
8418at7147,75990at7147,Undirected,1
8418at7147,60572at7147,Undirected,1
8418at7147,1378at7147,Undirected,1
8418at7147,68312at7147,Undirected,25
8418at7147,46418at7147,Undirected,2
8418at7147,28693at7147,Undirected,7
8418at7147,43115at7147,Undirected,1
8418at7147,50271at7147,Undirected,1
8418at7147,3716at7147,Undirected,14
8418at7147,42599at7147,Undirected,1
8418at7147,57771at7147,Undirected,1
8418at7147,60099at7147,Undirected,1
8418at7147,745at7147,Undirected,12
8418at7147,65345at7147,Undirected,5
27907at7147,54914at7147,Undirected,1
27907at7147,4453at7147,Undirected,90
27907at7147,2104at7147,Undirected,2
27907at7147,2109at7147,Undirected,85
27907at7147,28604at7147,Undirected,2
27907at7147,9059at7147,Undirected,1
27907at7147,2437at7147,Undirected,9
27907at7147,29281at7147,Undirected,2
34330at7147,20952at7147,Undirected,1
34330at7147,59203at7147,Undirected,1
34330at7147,12095at7147,Undirected,101
34330at7147,40371at7147,Undirected,1
34330at7147,28571at7147,Undirected,6
34330at7147,62531at7147,Undirected,89
34330at7147,7573at7147,Undirected,3
67346at7147,23349at7147,Undirected,2
67346at7147,45978at7147,Undirected,1
67346at7147,4568at7147,Undirected,1
67346at7147,64681at7147,Undirected,2
67346at7147,6258at7147,Undirected,10
67346at7147,40259at7147,Undirected,2
67346at7147,59703at7147,Undirected,1
67346at7147,43841at7147,Undirected,3
67346at7147,22659at7147,Undirected,1
67346at7147,37548at7147,Undirected,4
67346at7147,27820at7147,Undirected,4
67346at7147,29889at7147,Undirected,1
67346at7147,8406at7147,Undirected,2
67346at7147,8414at7147,Undirected,15
67346at7147,59790at7147,Undirected,25
67346at7147,44411at7147,Undirected,73
67346at7147,21101at7147,Undirected,38
67346at7147,64824at7147,Undirected,7
67346at7147,13645at7147,Undirected,1
67346at7147,15751at7147,Undirected,1
13885at7147,56844at7147,Undirected,2
13885at7147,37548at7147,Undirected,67
13885at7147,35471at7147,Undirected,1
13885at7147,57194at7147,Undirected,38
13885at7147,6258at7147,Undirected,1
13885at7147,47477at7147,Undirected,3
13885at7147,60890at7147,Undirected,1
13885at7147,59790at7147,Undirected,8
13885at7147,60700at7147,Undirected,4
13885at7147,3500at7147,Undirected,41
13885at7147,11476at7147,Undirected,1
13885at7147,22699at7147,Undirected,2
13885at7147,42599at7147,Undirected,18
13885at7147,51530at7147,Undirected,1
13885at7147,23349at7147,Undirected,10
13885at7147,30657at7147,Undirected,2
48743at7147,24775at7147,Undirected,1
48743at7147,60136at7147,Undirected,94
48743at7147,24875at7147,Undirected,1
48743at7147,16871at7147,Undirected,1
48743at7147,17199at7147,Undirected,97
22228at7147,42387at7147,Undirected,1
22228at7147,56659at7147,Undirected,1
22228at7147,9534at7147,Undirected,2
22228at7147,21880at7147,Undirected,4
22228at7147,55489at7147,Undirected,1
22228at7147,54471at7147,Undirected,4
22228at7147,17902at7147,Undirected,67
22228at7147,17686at7147,Undirected,1
22228at7147,10997at7147,Undirected,1
22228at7147,51767at7147,Undirected,11
22228at7147,32485at7147,Undirected,38
22228at7147,21008at7147,Undirected,27
22228at7147,6287at7147,Undirected,1
22228at7147,70904at7147,Undirected,2
22228at7147,5223at7147,Undirected,4
22228at7147,27730at7147,Undirected,27
17280at7147,24937at7147,Undirected,12
17280at7147,27134at7147,Undirected,1
17280at7147,17535at7147,Undirected,5
17280at7147,21168at7147,Undirected,1
17280at7147,10251at7147,Undirected,85
17280at7147,36970at7147,Undirected,1
17280at7147,19929at7147,Undirected,7
17280at7147,68160at7147,Undirected,86
27672at7147,37092at7147,Undirected,47
27672at7147,31241at7147,Undirected,13
27672at7147,22412at7147,Undirected,17
27672at7147,9705at7147,Undirected,12
27672at7147,22609at7147,Undirected,2
27672at7147,29168at7147,Undirected,1
27672at7147,5561at7147,Undirected,8
27672at7147,56194at7147,Undirected,6
27672at7147,2501at7147,Undirected,77
27672at7147,24450at7147,Undirected,1
69399at7147,54851at7147,Undirected,30
69399at7147,63838at7147,Undirected,6
69399at7147,71204at7147,Undirected,49
69399at7147,77127at7147,Undirected,28
69399at7147,23039at7147,Undirected,6
69399at7147,44668at7147,Undirected,7
69399at7147,16871at7147,Undirected,1
69399at7147,4573at7147,Undirected,4
69399at7147,57117at7147,Undirected,5
69399at7147,61425at7147,Undirected,1
